iter	RMSE
302	4147.3587
303	4145.400773
304	4144.354132
305	4143.366993
306	4142.470171
307	4140.519842
308	4138.414892
309	4136.58738
310	4135.376679
311	4133.145076
312	4131.525268
313	4130.768972
314	4130.358565
315	4129.724976
316	4129.063002
317	4127.782498
318	4126.043733
319	4125.578092
320	4124.200295
321	4122.783766
322	4121.326932
323	4119.378677
324	4117.610119
325	4116.163191
326	4115.841542
327	4114.420277
328	4113.892492
329	4112.747151
330	4111.295469
331	4109.245396
332	4108.670156
333	4106.731583
334	4106.006536
335	4105.504706
336	4105.027572
337	4103.103428
338	4102.251165
339	4100.930211
340	4099.548455
341	4098.24828
342	4095.055244
343	4093.644687
344	4092.759818
345	4091.387825
346	4090.257415
347	4089.174299
348	4087.638764
349	4086.211124
350	4084.083581
351	4081.409811
352	4079.524636
353	4077.812604
354	4076.182606
355	4074.679391
356	4073.188682
357	4071.619302
358	4070.346628
359	4067.19941
360	4066.51501
361	4064.306463
362	4063.805036
363	4061.75034
364	4060.94488
365	4057.361937
366	4055.165932
367	4054.959403
368	4054.003048
369	4052.410839
370	4050.364337
371	4050.084987
372	4048.655944
373	4048.314836
374	4046.947245
375	4045.128603
376	4044.753459
377	4044.316
378	4043.314428
379	4042.715269
380	4041.162285
381	4039.446026
382	4038.230059
383	4037.711593
384	4033.55954
385	4031.984012
386	4030.234507
387	4028.751029
388	4028.437453
389	4027.78604
390	4026.397224
391	4024.978909
392	4023.575237
393	4023.257065
394	4021.600764
395	4020.872833
396	4019.957769
397	4019.612819
398	4018.004533
399	4016.510932
400	4014.942757
401	4013.736076
402	4013.144348
403	4011.441145
404	4010.070482
405	4009.592053
406	4007.616567
407	4006.385895
408	4005.737112
409	4004.442561
410	4003.964729
411	4001.984667
412	4001.556201
413	4000.878373
414	3998.906558
415	3997.810127
416	3996.677734
417	3995.282279
418	3993.800421
419	3992.423888
420	3991.968397
421	3991.529061
422	3990.340352
423	3989.800589
424	3989.346935
425	3987.928744
426	3986.239124
427	3985.425643
428	3984.262557
429	3983.894803
430	3983.168784
431	3982.181207
432	3980.395409
433	3978.100764
434	3977.669771
435	3976.890607
436	3975.863212
437	3974.248277
438	3973.865993
439	3972.685725
440	3971.229065
441	3970.951062
442	3970.276095
443	3968.131937
444	3967.022915
445	3966.669304
446	3963.427534
447	3960.990589
448	3960.215478
449	3959.23858
450	3957.170887
451	3955.438025
452	3954.477042
453	3953.431307
454	3952.096232
455	3951.177032
456	3950.270837
457	3949.208163
458	3947.64409
459	3945.804197
460	3942.684934
461	3942.053059
462	3940.847701
463	3939.519764
464	3938.114114
465	3937.865331
466	3937.308415
467	3936.884204
468	3935.738719
469	3935.483442
470	3934.966776
471	3934.592846
472	3932.670653
473	3931.096049
474	3929.679191
475	3928.528278
476	3927.775117
477	3927.0473
478	3926.521077
479	3926.012409
480	3925.402635
481	3924.534406
482	3924.237457
483	3923.045062
484	3921.459923
485	3920.606906
486	3919.054737
487	3917.503139
488	3916.378875
489	3914.745303
490	3913.382981
491	3911.667718
492	3910.711576
493	3909.42766
494	3909.090622
495	3908.866575
496	3907.020375
497	3906.491088
498	3905.673869
499	3904.10039
500	3903.246642
501	3902.668681
502	3901.790761
503	3898.131007
504	3897.039943
505	3896.642631
506	3895.40081
507	3895.024777
508	3894.142998
509	3892.81747
510	3891.490242
511	3890.629371
512	3889.342166
513	3888.407506
514	3887.905986
515	3887.136629
516	3886.285161
517	3885.501296
518	3884.971639
519	3884.070938
520	3883.67358
521	3883.06791
522	3882.715618
523	3881.635218
524	3881.214173
525	3880.149399
526	3878.029111
527	3877.191433
528	3876.084956
529	3875.567097
530	3874.900322
531	3874.560083
532	3873.804126
533	3873.122162
534	3872.370273
535	3870.761411
536	3869.696608
537	3869.126996
538	3868.841243
539	3867.569426
540	3865.324364
541	3864.645398
542	3864.331223
543	3863.074355
544	3861.781397
545	3860.872242
546	3860.376525
547	3859.500715
548	3857.833153
549	3856.577788
550	3855.988621
551	3854.697564
552	3853.983931
553	3853.175447
554	3852.550153
555	3852.27841
556	3851.883906
557	3851.492757
558	3850.662852
559	3849.330427
560	3848.501718
561	3847.48437
562	3846.800811
563	3845.877661
564	3845.564811
565	3844.785574
566	3844.104149
567	3843.073185
568	3841.874634
569	3841.023991
570	3839.986463
571	3838.448239
572	3838.157282
573	3837.844016
574	3837.421316
575	3836.387153
576	3835.004231
577	3834.513992
578	3833.439507
579	3832.436374
580	3831.753642
581	3831.052671
582	3830.828192
583	3830.50655
584	3829.891099
585	3829.598895
586	3827.067845
587	3826.47443
588	3825.552017
589	3825.331542
590	3824.406492
591	3823.944623
592	3822.886296
593	3822.286808
594	3821.68461
595	3820.597559
596	3819.014696
597	3818.569503
598	3818.186662
599	3817.937744
600	3817.278926
601	3816.530524
602	3815.805114
603	3815.090182
604	3813.70032
605	3812.347272
606	3810.727107
607	3809.491704
608	3808.469066
609	3807.763199
610	3806.734487
611	3805.66055
612	3805.146092
613	3804.553254
614	3803.226355
615	3802.632864
616	3802.01123
617	3801.076218
618	3800.456733
619	3800.120738
620	3799.575251
621	3798.922661
622	3798.063889
623	3796.907205
624	3796.014557
625	3795.110357
626	3793.967487
627	3793.122209
628	3790.338836
629	3789.637235
630	3788.998171
631	3788.608966
632	3788.33375
633	3788.023135
634	3787.469205
635	3786.970446
636	3786.343297
637	3785.871459
638	3784.798303
639	3784.006814
640	3783.537848
641	3783.056861
642	3782.794057
643	3782.342987
644	3781.468912
645	3781.080977
646	3780.833074
647	3780.63688
648	3780.374526
649	3779.562858
650	3779.370241
651	3778.861114
652	3777.059313
653	3776.808177
654	3775.593643
655	3775.105986
656	3774.219325
657	3772.723375
658	3772.168696
659	3771.988858
660	3771.594477
661	3771.444268
662	3770.88129
663	3769.60503
664	3769.395512
665	3769.169487
666	3768.652604
667	3767.664932
668	3766.87146
669	3765.938357
670	3764.712552
671	3763.717714
672	3762.568134
673	3761.763218
674	3760.720407
675	3759.946756
676	3758.953561
677	3757.954524
678	3757.163109
679	3756.75691
680	3755.226298
681	3754.627311
682	3753.607255
683	3752.984925
684	3752.410146
685	3751.308465
686	3750.398361
687	3749.637823
688	3749.268642
689	3749.047419
690	3747.648746
691	3747.149898
692	3746.084194
693	3745.748226
694	3744.980917
695	3744.553611
696	3744.104444
697	3743.629897
698	3741.38241
699	3741.074453
700	3740.766322
701	3740.438036
702	3739.63482
703	3738.799676
704	3738.463114
705	3737.411113
706	3736.967611
707	3736.567631
708	3735.498323
709	3734.030762
710	3733.35088
711	3732.534084
712	3731.031639
713	3729.943693
714	3729.307632
715	3728.808299
716	3728.442927
717	3728.219785
718	3727.10541
719	3726.734476
720	3726.147176
721	3725.29015
722	3724.712086
723	3723.827705
724	3723.285334
725	3722.552269
726	3722.028826
727	3721.555189
728	3721.217937
729	3720.860476
730	3720.584113
731	3720.122105
732	3719.627967
733	3718.858919
734	3718.709598
735	3718.464451
736	3718.180127
737	3717.817964
738	3717.414141
739	3715.633656
740	3715.246027
741	3714.701307
742	3713.631164
743	3712.58701
744	3712.085277
745	3711.5276
746	3710.713852
747	3710.427331
748	3709.56199
749	3709.057775
750	3708.800268
751	3708.592047
752	3708.136808
753	3707.326542
754	3706.862997
755	3706.566997
756	3705.756768
757	3705.215211
758	3704.162776
759	3703.345257
760	3702.970782
761	3702.156648
762	3701.477495
763	3700.875175
764	3700.497969
765	3699.893454
766	3699.660407
767	3699.238822
768	3698.518973
769	3698.10408
770	3697.174896
771	3696.842196
772	3695.627198
773	3694.666506
774	3693.831519
775	3693.012596
776	3691.80411
777	3691.473692
778	3690.498276
779	3690.113265
780	3689.538392
781	3688.814637
782	3687.695041
783	3686.90789
784	3686.49931
785	3686.083291
786	3685.669795
787	3685.346975
788	3684.430613
789	3683.861317
790	3682.820607
791	3682.270646
792	3681.78436
793	3680.813562
794	3680.07134
795	3679.896521
796	3678.763683
797	3678.330851
798	3678.038233
799	3677.231569
800	3676.742687
801	3676.259546
802	3675.955377
803	3675.534683
804	3675.253773
805	3674.572167
806	3673.825589
807	3672.88154
808	3672.090645
809	3671.751134
810	3671.194726
811	3670.002915
812	3669.17269
813	3668.56763
814	3667.272524
815	3666.83566
816	3665.864068
817	3664.962284
818	3664.760016
819	3663.652077
820	3662.581259
821	3662.418079
822	3661.340251
823	3660.576983
824	3660.193659
825	3659.290388
826	3657.88246
827	3657.584678
828	3656.655786
829	3655.869674
830	3655.031125
831	3654.758728
832	3653.715389
833	3652.836028
834	3650.476517
835	3650.107285
836	3649.394034
837	3648.481287
838	3648.112901
839	3647.613926
840	3646.924084
841	3645.91652
842	3645.150734
843	3644.518768
844	3644.274498
845	3643.999238
846	3643.729446
847	3642.510597
848	3641.606958
849	3641.066456
850	3640.757364
851	3640.437682
852	3639.729057
853	3638.948429
854	3638.583026
855	3638.278568
856	3637.914915
857	3637.082976
858	3636.715245
859	3634.937732
860	3634.349339
861	3633.257311
862	3632.57274
863	3632.319868
864	3631.724333
865	3631.517252
866	3631.213143
867	3630.918839
868	3629.869643
869	3629.36069
870	3627.977735
871	3627.759413
872	3626.960047
873	3626.785887
874	3625.282658
875	3624.505414
876	3624.149477
877	3623.579318
878	3623.374894
879	3622.766035
880	3622.108034
881	3621.726244
882	3621.248423
883	3620.860384
884	3620.285422
885	3619.855517
886	3619.410328
887	3618.993912
888	3618.694414
889	3618.155347
890	3617.948378
891	3617.561083
892	3617.306727
893	3617.068169
894	3616.771329
895	3616.101011
896	3615.019414
897	3613.969654
898	3613.533998
899	3613.003644
900	3612.605802
901	3612.035268
902	3611.526854
903	3611.118256
904	3610.94889
905	3610.306513
906	3609.911319
907	3609.055359
908	3608.754607
909	3608.430221
910	3608.198323
911	3607.065569
912	3606.576872
913	3605.966553
914	3605.563335
915	3605.41525
916	3604.494061
917	3603.24621
918	3602.348975
919	3601.964386
920	3601.632232
921	3600.481606
922	3600.104823
923	3599.383298
924	3598.977409
925	3597.955205
926	3596.919219
927	3595.974843
928	3595.832715
929	3595.608102
930	3595.140873
931	3594.016371
932	3593.623173
933	3593.407648
934	3592.929717
935	3592.411477
936	3591.667161
937	3590.853801
938	3590.536714
939	3590.044589
940	3589.034354
941	3588.631712
942	3587.617579
943	3587.238314
944	3586.646807
945	3586.448917
946	3585.815222
947	3585.397547
948	3584.521354
949	3583.403639
950	3583.099674
951	3581.233082
952	3581.011332
953	3579.713597
954	3577.903413
955	3576.595464
956	3576.171529
957	3575.603741
958	3574.080634
959	3573.440898
960	3573.086145
961	3572.14698
962	3571.16764
963	3569.776366
964	3569.30761
965	3568.94399
966	3568.608631
967	3568.145989
968	3567.616492
969	3567.024695
970	3566.720524
971	3566.572268
972	3565.89818
973	3565.258274
974	3564.64777
975	3564.336829
976	3564.066606
977	3563.740202
978	3563.242326
979	3562.975837
980	3562.695974
981	3562.194931
982	3561.769625
983	3560.905649
984	3560.689732
985	3559.786384
986	3559.61189
987	3559.198294
988	3558.56268
989	3557.882528
990	3557.474554
991	3556.712109
992	3555.951319
993	3555.282355
994	3554.624604
995	3553.576336
996	3552.401367
997	3551.84352
998	3551.335491
999	3550.880485
